TRINITY_DN137_c0_g1_i1 sp|Q03567|SL172_CAEEL
TRINITY_DN74776_c4_g3_i2 sp|Q6XIM8|RS15A_DROYA
TRINITY_DN74776_c4_g1_i2 sp|Q6GLL2|ABH6A_XENLA
TRINITY_DN74776_c5_g1_i2 sp|Q8BNU0|ARMC6_MOUSE
TRINITY_DN74757_c1_g1_i3 sp|B0JZV4|CBPC5_XENTR
TRINITY_DN74704_c2_g1_i5 sp|Q95SX7|RTBS_DROME
TRINITY_DN74738_c9_g1_i5 sp|P52432|RPAC1_MOUSE
TRINITY_DN74708_c5_g1_i1 sp|F6ZQ54|TRI13_XENTR
TRINITY_DN74742_c0_g1_i3 sp|Q08DB5|STX5_BOVIN
TRINITY_DN74706_c3_g1_i4 sp|P01267|THYG_BOVIN
TRINITY_DN74706_c4_g1_i9 sp|P83851|IUNH_LEIMA
TRINITY_DN74710_c4_g1_i12 sp|Q5R539|SRRT_PONAB
TRINITY_DN74712_c0_g1_i2 sp|Q5FYB0|ARSJ_HUMAN
TRINITY_DN74756_c5_g1_i7 sp|Q9VZW5|FMAR_DROME
TRINITY_DN74730_c3_g1_i1 sp|P20009|DLL_DROME
TRINITY_DN74709_c3_g1_i2 sp|Q68D10|SPT2_HUMAN
TRINITY_DN74714_c2_g1_i2 sp|Q5ZL33|STRAP_CHICK
TRINITY_DN74701_c2_g2_i2 sp|P09480|ACHA2_CHICK
TRINITY_DN74726_c2_g1_i4 sp|Q9U3P2|SYG2_CAEEL
TRINITY_DN74728_c0_g1_i2 sp|Q92990|GLMN_HUMAN
TRINITY_DN74749_c0_g1_i3 sp|Q8CBC4|CNST_MOUSE
TRINITY_DN74724_c3_g1_i2 sp|Q6YI46|TMM64_HUMAN
TRINITY_DN74725_c0_g2_i2 sp|A1ZA47|ZASP_DROME
TRINITY_DN74731_c0_g4_i1 sp|Q5F2F2|ABH15_MOUSE
TRINITY_DN74740_c4_g2_i2 sp|P21328|RTJK_DROME
TRINITY_DN74740_c5_g3_i2 sp|P27088|XPA_XENLA
TRINITY_DN74800_c1_g1_i2 sp|O74976|FAT2_SCHPO
TRINITY_DN74732_c1_g3_i2 sp|Q08DJ7|AAR2_BOVIN
TRINITY_DN74744_c0_g1_i5 sp|Q32M00|CRBL2_MOUSE
TRINITY_DN74752_c2_g1_i5 sp|P24523|GA45A_CRIGR
TRINITY_DN74750_c5_g1_i12 sp|B3A0Q5|EFCB1_LOTGI
TRINITY_DN74745_c3_g1_i4 sp|Q95ZJ1|GALT5_CAEEL
TRINITY_DN74760_c0_g2_i1 sp|Q70FJ1|AKAP9_MOUSE
TRINITY_DN74762_c1_g1_i1 sp|Q9CPV4|GLOD4_MOUSE
TRINITY_DN74764_c1_g1_i1 sp|P34457|YMD3_CAEEL
TRINITY_DN74751_c0_g1_i1 sp|Q24K15|ANGP4_BOVIN
TRINITY_DN74766_c6_g2_i1 sp|A1BQQ5|MR30_CONMR
TRINITY_DN74772_c0_g1_i4 sp|Q9D0S4|NEUL2_MOUSE
TRINITY_DN74778_c0_g1_i2 sp|Q7K4Y6|DAT_DROME
TRINITY_DN74765_c0_g1_i1 sp|Q7KVW5|KCNN_DROME
TRINITY_DN74768_c0_g1_i8 sp|Q9P2K3|RCOR3_HUMAN
TRINITY_DN74780_c1_g1_i2 sp|P00367|DHE3_HUMAN
TRINITY_DN74781_c0_g1_i2 sp|Q96EY8|MMAB_HUMAN
TRINITY_DN74781_c0_g2_i3 sp|Q803X1|CTU1_DANRE
TRINITY_DN74789_c0_g1_i1 sp|Q8C206|GP157_MOUSE
TRINITY_DN74785_c1_g1_i2 sp|Q6IP76|AKT2B_XENLA
TRINITY_DN74785_c1_g2_i1 sp|Q8INB9|AKT1_DROME
TRINITY_DN74792_c0_g3_i3 sp|P34121|COAA_DICDI
TRINITY_DN74797_c1_g1_i2 sp|Q9BXT4|TDRD1_HUMAN
TRINITY_DN74843_c0_g1_i1 sp|P79266|GASR_BOVIN
TRINITY_DN74801_c1_g1_i1 sp|Q9D7V9|NAAA_MOUSE
TRINITY_DN74841_c1_g1_i2 sp|Q5R7B8|KLH20_PONAB
TRINITY_DN74898_c0_g1_i1 sp|O49923|ADK_PHYPA
TRINITY_DN74805_c1_g1_i2 sp|O00628|PEX7_HUMAN
TRINITY_DN74896_c0_g1_i20 sp|Q8PHV1|KUP_XANAC
TRINITY_DN74802_c9_g1_i2 sp|Q8R066|C1QT4_MOUSE
TRINITY_DN74802_c9_g2_i1 sp|Q8BVD7|C1QT7_MOUSE
TRINITY_DN74840_c2_g1_i6 sp|Q8WWT9|S13A3_HUMAN
TRINITY_DN74810_c1_g1_i2 sp|P86959|KCP1_PINMA
TRINITY_DN74804_c0_g1_i7 sp|Q9NPC2|KCNK9_HUMAN
TRINITY_DN74808_c0_g1_i1 sp|Q52M93|Z585B_HUMAN
TRINITY_DN74818_c0_g1_i6 sp|Q6P7A9|LYAG_RAT
TRINITY_DN74818_c1_g2_i2 sp|P70699|LYAG_MOUSE
TRINITY_DN74817_c0_g1_i5 sp|Q8VHW8|CCG5_RAT
TRINITY_DN74815_c3_g1_i2 sp|Q8C3X2|CC90B_MOUSE
TRINITY_DN74812_c0_g2_i4 sp|Q9VVN2|RT26_DROME
TRINITY_DN74812_c0_g7_i2 sp|O77783|EXT2_BOVIN
TRINITY_DN74812_c0_g1_i7 sp|P21328|RTJK_DROME
TRINITY_DN74822_c0_g1_i3 sp|Q6MG06|GNL1_RAT
TRINITY_DN74827_c2_g1_i1 sp|Q8NF91|SYNE1_HUMAN
TRINITY_DN74823_c1_g1_i2 sp|P53356|HTK16_HYDVU
TRINITY_DN74830_c2_g1_i3 sp|P21328|RTJK_DROME
TRINITY_DN74830_c2_g2_i1 sp|Q91ZF0|DJC24_MOUSE
TRINITY_DN74830_c2_g3_i2 sp|O75973|C1QRF_HUMAN
TRINITY_DN74824_c0_g1_i4 sp|P13277|CYSP1_HOMAM
TRINITY_DN74831_c0_g1_i2 sp|Q32KX7|BMI1_BOVIN
TRINITY_DN74834_c0_g2_i2 sp|Q8TBY9|CF251_HUMAN
TRINITY_DN74836_c0_g1_i1 sp|Q6VVX2|C43BP_CRIGR
TRINITY_DN74845_c11_g2_i5 sp|P54281|CLCA1_BOVIN
TRINITY_DN74850_c1_g1_i1 sp|Q9NRA2|S17A5_HUMAN
TRINITY_DN74850_c1_g2_i1 sp|Q9NRA2|S17A5_HUMAN
TRINITY_DN74852_c5_g1_i1 sp|B0JZG0|S23A2_XENTR
TRINITY_DN74852_c5_g3_i1 sp|Q9WTW7|S23A1_RAT
TRINITY_DN74853_c4_g2_i1 sp|A7MBC7|NEMP1_BOVIN
TRINITY_DN74859_c0_g2_i1 sp|Q1RMT8|IRAK4_BOVIN
TRINITY_DN74847_c0_g2_i4 sp|Q6R7G0|Y068_OSHVF
TRINITY_DN74847_c0_g3_i3 sp|H2A0L0|TYRO1_PINMG
TRINITY_DN74860_c0_g2_i1 sp|Q20942|NAS38_CAEEL
TRINITY_DN74861_c4_g2_i2 sp|Q05187|TGMH_TACTR
TRINITY_DN74873_c0_g1_i1 sp|Q9J504|V231_FOWPN
TRINITY_DN74870_c0_g1_i2 sp|Q99K82|SMOX_MOUSE
TRINITY_DN74871_c1_g2_i1 sp|Q58588|Y1187_METJA
TRINITY_DN74846_c0_g3_i1 sp|Q6INX4|ENOF1_XENLA
TRINITY_DN74846_c0_g1_i7 sp|Q6INX4|ENOF1_XENLA
TRINITY_DN74856_c0_g1_i2 sp|Q9QZM4|TR10B_MOUSE
TRINITY_DN74876_c2_g1_i3 sp|O22703|RZ1B_ARATH
TRINITY_DN74879_c2_g1_i3 sp|Q5R6B8|SL9B2_PONAB
TRINITY_DN74879_c2_g3_i2 sp|O08876|KLF10_RAT
TRINITY_DN74875_c4_g2_i1 sp|Q75W84|ANR_EISFE
TRINITY_DN74891_c0_g1_i3 sp|Q1MTN8|ACL4_SCHPO
TRINITY_DN74889_c1_g2_i5 sp|Q1PSW8|LIN41_MOUSE
TRINITY_DN74881_c0_g1_i2 sp|A7YSY2|SPA5L_BOVIN
TRINITY_DN74899_c0_g1_i2 sp|Q9V8R9|41_DROME
TRINITY_DN74894_c2_g1_i1 sp|A4QNS7|MIOB_XENLA
TRINITY_DN74886_c1_g1_i3 sp|Q95108|THIOM_BOVIN
TRINITY_DN74893_c0_g1_i1 sp|Q96M20|CNBD2_HUMAN
TRINITY_DN74900_c0_g2_i8 sp|Q8BG93|NUD15_MOUSE
TRINITY_DN74940_c2_g1_i4 sp|Q9CQE6|ASF1A_MOUSE
TRINITY_DN74941_c1_g1_i3 sp|Q6P011|EMC4_DANRE
TRINITY_DN74935_c0_g1_i5 sp|Q96KN3|PKNX2_HUMAN
TRINITY_DN74917_c1_g1_i1 sp|P27080|ADT_CHLRE
TRINITY_DN74917_c1_g3_i2 sp|P27080|ADT_CHLRE
TRINITY_DN74944_c1_g1_i14 sp|P42669|PURA_MOUSE
TRINITY_DN74909_c7_g1_i12 sp|H2A0N3|USP6_PINMG
TRINITY_DN74918_c0_g2_i1 sp|Q6P877|ADRM1_XENTR
TRINITY_DN74913_c0_g1_i1 sp|Q7Z7E8|UB2Q1_HUMAN
TRINITY_DN74921_c0_g1_i2 sp|Q9H816|DCR1B_HUMAN
TRINITY_DN74905_c2_g1_i5 sp|Q9P2S5|WRP73_HUMAN
TRINITY_DN74923_c1_g1_i4 sp|O94690|RTC6_SCHPO
TRINITY_DN74923_c2_g1_i6 sp|Q96A65|EXOC4_HUMAN
TRINITY_DN74923_c2_g2_i2 sp|Q62824|EXOC4_RAT
TRINITY_DN74907_c0_g1_i5 sp|A2T6X9|SIM1_PANTR
TRINITY_DN74914_c3_g2_i4 sp|Q5EB73|TM246_RAT
TRINITY_DN74924_c0_g1_i1 sp|P80193|BODG_PSESK
TRINITY_DN74911_c0_g1_i14 sp|Q5XJE5|LEO1_MOUSE
TRINITY_DN74930_c0_g1_i1 sp|Q32KX7|BMI1_BOVIN
TRINITY_DN74916_c0_g1_i3 sp|A9CJC9|PHRA_AGRFC
TRINITY_DN74916_c0_g2_i1 sp|Q5GIS3|GBB_PINFU
TRINITY_DN74934_c0_g1_i4 sp|P57093|PAHX_RAT
TRINITY_DN74931_c0_g1_i2 sp|Q91XQ0|DYH8_MOUSE
TRINITY_DN74931_c0_g3_i1 sp|Q8VHE6|DYH5_MOUSE
TRINITY_DN74931_c1_g1_i2 sp|Q96JB1|DYH8_HUMAN
TRINITY_DN74938_c0_g1_i4 sp|Q9QWG7|ST1B1_MOUSE
TRINITY_DN74938_c0_g3_i1 sp|Q6IMI6|ST1C3_HUMAN
TRINITY_DN74953_c2_g2_i2 sp|Q6DFA6|CQ10A_XENLA
TRINITY_DN74943_c4_g1_i8 sp|P35546|RET_MOUSE
TRINITY_DN74949_c2_g3_i2 sp|Q5RF72|MINY4_PONAB
TRINITY_DN74951_c0_g1_i2 sp|P21328|RTJK_DROME
TRINITY_DN74951_c0_g2_i2 sp|P21328|RTJK_DROME
TRINITY_DN74958_c0_g1_i1 sp|P55214|CASP7_MESAU
TRINITY_DN74946_c3_g1_i3 sp|Q92734|TFG_HUMAN
TRINITY_DN74969_c3_g2_i1 sp|O75832|PSD10_HUMAN
TRINITY_DN74967_c1_g2_i3 sp|P21328|RTJK_DROME
TRINITY_DN74964_c0_g1_i12 sp|Q07537|GALT1_BOVIN
TRINITY_DN74956_c5_g3_i7 sp|Q8HXW0|GGLO_PIG
TRINITY_DN74986_c0_g1_i1 sp|Q9JHE7|TSSC4_MOUSE
TRINITY_DN74984_c0_g1_i5 sp|B4GGF2|ASPG1_DROPE
TRINITY_DN74991_c0_g1_i2 sp|Q5RC70|DJC11_PONAB
TRINITY_DN74966_c0_g1_i8 sp|Q01414|ERG_LYTVA
TRINITY_DN74972_c0_g1_i1 sp|E9PZZ1|PRD13_MOUSE
TRINITY_DN74992_c0_g1_i2 sp|Q32LQ6|MFSD1_DANRE
TRINITY_DN74999_c2_g4_i1 sp|Q8N2R8|FA43A_HUMAN
TRINITY_DN74998_c1_g1_i12 sp|Q4WA45|NPIIC_ASPFU
TRINITY_DN74998_c2_g2_i2 sp|Q66HC4|PHOP2_RAT
TRINITY_DN74994_c0_g1_i4 sp|T1SH39|TXD17_EPICO
TRINITY_DN74994_c0_g3_i3 sp|Q8ZT61|THII_PYRAE
TRINITY_DN75000_c2_g1_i1 sp|Q92982|NINJ1_HUMAN
TRINITY_DN75100_c0_g1_i6 sp|O44252|ROST_DROME
TRINITY_DN75033_c1_g1_i1 sp|Q90762|CADH6_CHICK
TRINITY_DN75033_c2_g2_i5 sp|P52789|HXK2_HUMAN
TRINITY_DN75030_c2_g1_i3 sp|Q5R941|FKB14_PONAB
TRINITY_DN75060_c0_g2_i7 sp|Q331K1|CYT_CYACP
TRINITY_DN75003_c0_g1_i3 sp|Q5RD78|HECD2_PONAB
TRINITY_DN75001_c1_g1_i2 sp|B3EWZ5|MLRP1_ACRMI
TRINITY_DN75002_c0_g1_i3 sp|Q91YU8|SSF1_MOUSE
TRINITY_DN75008_c2_g1_i2 sp|P00596|PA2A1_NAJKA
TRINITY_DN75008_c3_g1_i1 sp|Q4V9P6|ADAL_DANRE
TRINITY_DN75034_c1_g1_i1 sp|Q6NS52|DGKB_MOUSE
TRINITY_DN75096_c0_g1_i1 sp|P97329|KI20A_MOUSE
TRINITY_DN75015_c3_g1_i2 sp|P83877|TXN4A_MOUSE
TRINITY_DN75017_c0_g3_i4 sp|P51659|DHB4_HUMAN
TRINITY_DN75025_c1_g2_i1 sp|Q6R7G0|Y068_OSHVF
TRINITY_DN75020_c5_g2_i1 sp|P62878|RBX1_MOUSE
TRINITY_DN75028_c1_g2_i2 sp|Q68FX0|IDH3B_RAT
TRINITY_DN75005_c1_g1_i2 sp|Q63081|PDIA6_RAT
TRINITY_DN75026_c0_g1_i3 sp|Q9W704|RIPA_XENLA
TRINITY_DN75027_c6_g3_i2 sp|Q96LT7|CI072_HUMAN
TRINITY_DN75031_c4_g2_i7 sp|O70496|CLCN7_MOUSE
TRINITY_DN75037_c0_g1_i1 sp|Q6IDD9|SARM1_DROME
TRINITY_DN75037_c0_g2_i2 sp|Q6IDD9|SARM1_DROME
TRINITY_DN75044_c0_g1_i2 sp|Q58DK5|HEM2_BOVIN
TRINITY_DN75047_c1_g1_i1 sp|Q5XI81|FXR1_RAT
TRINITY_DN75040_c1_g1_i1 sp|Q9CY52|THG1_MOUSE
TRINITY_DN75042_c1_g1_i2 sp|Q32LJ0|SVBP_BOVIN
TRINITY_DN75042_c2_g1_i1 sp|A8J4S9|TREA_APIME
TRINITY_DN75055_c1_g1_i1 sp|A2RSY1|KANL3_MOUSE
TRINITY_DN75059_c0_g1_i2 sp|Q8VCX6|KPTN_MOUSE
TRINITY_DN75058_c0_g1_i5 sp|Q6NWH0|CK068_DANRE
TRINITY_DN75065_c1_g4_i2 sp|Q9QYK3|NRBF2_RAT
TRINITY_DN75023_c0_g1_i1 sp|Q86Z23|C1QL4_HUMAN
TRINITY_DN75023_c2_g1_i1 sp|Q4ZJM9|C1QL4_MOUSE
TRINITY_DN75063_c0_g1_i1 sp|Q4ZHR9|GCYB1_CANLF
TRINITY_DN75056_c0_g1_i6 sp|Q9SB50|AP4M_ARATH
TRINITY_DN75056_c0_g3_i1 sp|O23140|AP2M_ARATH
TRINITY_DN75054_c2_g1_i1 sp|Q8NEJ0|DUS18_HUMAN
TRINITY_DN75081_c1_g1_i1 sp|Q7TSH8|TMM94_MOUSE
TRINITY_DN75084_c0_g1_i1 sp|Q5EA92|AL14E_BOVIN
TRINITY_DN75086_c1_g1_i4 sp|Q5IS54|CASP3_PANTR
TRINITY_DN75078_c1_g5_i1 sp|Q0VFD8|BL1S1_XENTR
TRINITY_DN75083_c0_g1_i3 sp|Q06136|KDSR_HUMAN
TRINITY_DN75079_c0_g2_i6 sp|Q8NBI5|S43A3_HUMAN
TRINITY_DN75087_c0_g1_i4 sp|Q69ZJ7|RIC1_MOUSE
TRINITY_DN75088_c0_g1_i2 sp|Q5HZP1|RNH2B_XENLA
TRINITY_DN75093_c0_g1_i6 sp|Q95SX7|RTBS_DROME
TRINITY_DN75097_c0_g1_i1 sp|P30974|TLR1_DROME
TRINITY_DN75095_c0_g1_i7 sp|A7S6M8|LTOR4_NEMVE
TRINITY_DN75129_c0_g1_i15 sp|Q04841|3MG_MOUSE
TRINITY_DN75199_c1_g1_i9 sp|Q6GM59|MOT12_XENLA
TRINITY_DN75197_c1_g1_i6 sp|P61460|DEPD5_MOUSE
TRINITY_DN75107_c0_g2_i2 sp|Q9UIC8|LCMT1_HUMAN
TRINITY_DN75111_c0_g1_i2 sp|P35816|PDP1_BOVIN
TRINITY_DN75106_c0_g1_i1 sp|Q5RJT2|SPB1_RAT
TRINITY_DN75109_c0_g1_i4 sp|Q5RC62|BBS12_PONAB
TRINITY_DN75117_c0_g1_i1 sp|Q68G38|TOR1A_RAT
TRINITY_DN75117_c0_g2_i5 sp|O14657|TOR1B_HUMAN
TRINITY_DN75200_c6_g1_i3 sp|Q7ZZ00|ZN511_DANRE
TRINITY_DN75200_c7_g2_i1 sp|Q02290|XYNB_NEOPA
TRINITY_DN75200_c8_g1_i4 sp|A2A3V2|S2543_MOUSE
TRINITY_DN75112_c0_g1_i2 sp|P0DMQ6|DHSO_CHICK
TRINITY_DN75118_c3_g1_i1 sp|Q5U208|THAP1_RAT
TRINITY_DN75146_c7_g1_i1 sp|A2CI35|DUSTY_STRPU
TRINITY_DN75123_c0_g2_i1 sp|Q4UMH6|Y381_RICFE
TRINITY_DN75123_c0_g1_i3 sp|Q4UMH6|Y381_RICFE
TRINITY_DN75195_c1_g1_i8 sp|Q9Y2Q3|GSTK1_HUMAN
TRINITY_DN75124_c2_g1_i2 sp|Q9VCA2|ORCT_DROME
TRINITY_DN75124_c2_g4_i2 sp|Q9VCA2|ORCT_DROME
TRINITY_DN75139_c2_g2_i2 sp|Q08BN9|NXPE3_DANRE
TRINITY_DN75134_c0_g1_i3 sp|Q80TC5|POGK_MOUSE
TRINITY_DN75184_c0_g1_i5 sp|Q8WWQ8|STAB2_HUMAN
TRINITY_DN75126_c2_g1_i5 sp|A0A0R4IXF6|KAT2A_DANRE
TRINITY_DN75144_c1_g2_i1 sp|O08989|RASM_MOUSE
TRINITY_DN75147_c0_g1_i5 sp|Q86TI4|WDR86_HUMAN
TRINITY_DN75150_c1_g2_i4 sp|Q4J781|ADH_SULAC
TRINITY_DN75148_c0_g3_i2 sp|P48728|GCST_HUMAN
TRINITY_DN75152_c4_g1_i2 sp|Q9Y2H1|ST38L_HUMAN
TRINITY_DN75155_c2_g1_i1 sp|P15513|MYOM1_APLCA
TRINITY_DN75160_c0_g1_i5 sp|Q6PB03|PLD3_XENLA
TRINITY_DN75165_c7_g3_i1 sp|Q6AYS4|FUCO2_RAT
TRINITY_DN75165_c7_g2_i2 sp|Q4ZJM9|C1QL4_MOUSE
TRINITY_DN75163_c5_g1_i4 sp|Q8K3I9|GLCI1_MOUSE
TRINITY_DN75164_c0_g1_i5 sp|P20004|ACON_BOVIN
TRINITY_DN75159_c3_g2_i1 sp|G5EBQ8|CHS2_CAEEL
TRINITY_DN75159_c3_g1_i8 sp|O00370|LORF2_HUMAN
TRINITY_DN75156_c0_g1_i2 sp|Q15013|MD2BP_HUMAN
TRINITY_DN75171_c1_g2_i4 sp|Q8WZ42|TITIN_HUMAN
TRINITY_DN75173_c0_g1_i1 sp|Q54HW1|PSD10_DICDI
TRINITY_DN75167_c0_g1_i1 sp|Q8CI17|MB213_MOUSE
TRINITY_DN75172_c3_g1_i6 sp|P71359|RECQ_HAEIN
TRINITY_DN75143_c0_g2_i3 sp|Q10576|P4HA1_CAEEL
TRINITY_DN75143_c0_g1_i7 sp|Q10576|P4HA1_CAEEL
TRINITY_DN75177_c2_g8_i2 sp|Q15024|EXOS7_HUMAN
TRINITY_DN75183_c3_g1_i2 sp|Q95SX7|RTBS_DROME
TRINITY_DN75194_c0_g2_i1 sp|O16374|GALT1_CAEEL
TRINITY_DN75187_c2_g1_i1 sp|Q2PC93|SSPO_CHICK
TRINITY_DN75187_c2_g3_i3 sp|Q2PC93|SSPO_CHICK
TRINITY_DN75185_c0_g1_i3 sp|Q9VEU1|CAD89_DROME
TRINITY_DN75192_c0_g1_i4 sp|Q8JHF2|LFNG_DANRE
TRINITY_DN75196_c3_g1_i1 sp|Q5R8Z8|RAB14_PONAB
TRINITY_DN75198_c0_g1_i1 sp|P28676|GRAN_HUMAN
TRINITY_DN75188_c0_g3_i5 sp|Q6R1L1|TAF7_CRIGR
TRINITY_DN75188_c0_g1_i6 sp|Q6R1L1|TAF7_CRIGR
TRINITY_DN75220_c0_g1_i1 sp|O16374|GALT1_CAEEL
TRINITY_DN75241_c0_g2_i4 sp|P78368|KC1G2_HUMAN
TRINITY_DN75250_c0_g1_i4 sp|Q8C6L5|CGAS_MOUSE
TRINITY_DN75202_c0_g2_i2 sp|Q68EK2|CALRL_DANRE
TRINITY_DN75208_c0_g1_i3 sp|Q5RB31|SC61B_PONAB
TRINITY_DN75208_c1_g1_i2 sp|P48159|RL23_DROME
TRINITY_DN75245_c1_g1_i5 sp|Q9QXW9|LAT2_MOUSE
TRINITY_DN75248_c0_g2_i2 sp|O95487|SC24B_HUMAN
TRINITY_DN75214_c1_g1_i1 sp|Q8N6T3|ARFG1_HUMAN
TRINITY_DN75209_c5_g1_i5 sp|Q5K651|SAMD9_HUMAN
TRINITY_DN75204_c1_g1_i15 sp|Q8JHV9|BIR7A_XENLA
TRINITY_DN75244_c0_g1_i2 sp|Q9ULG1|INO80_HUMAN
TRINITY_DN75203_c0_g1_i1 sp|P97355|SPSY_MOUSE
TRINITY_DN75221_c5_g1_i8 sp|Q6NUI6|CHADL_HUMAN
TRINITY_DN75224_c0_g1_i1 sp|D2HBJ8|UBP44_AILME
TRINITY_DN75211_c0_g1_i11 sp|Q4R9C4|G2E3_MACFA
TRINITY_DN75216_c4_g1_i2 sp|Q6PDJ1|CAHD1_MOUSE
TRINITY_DN75216_c4_g2_i1 sp|Q5VU97|CAHD1_HUMAN
TRINITY_DN75223_c0_g2_i8 sp|P0CT40|TF29_SCHPO
TRINITY_DN75217_c0_g1_i1 sp|O08746|MATN2_MOUSE
TRINITY_DN75232_c0_g1_i1 sp|O35114|SCRB2_MOUSE
TRINITY_DN75242_c1_g5_i2 sp|Q6DIZ0|3HAO_XENTR
TRINITY_DN75246_c1_g3_i1 sp|Q8IVB5|LIX1L_HUMAN
TRINITY_DN75272_c0_g1_i5 sp|Q4KMC9|CA198_DANRE
TRINITY_DN75293_c1_g2_i1 sp|Q6GQX6|ANKS6_MOUSE
TRINITY_DN75284_c0_g1_i5 sp|Q5T5X7|BEND3_HUMAN
TRINITY_DN75261_c1_g1_i14 sp|P17972|KCNAW_DROME
TRINITY_DN75264_c1_g2_i3 sp|Q65ZX2|IF2_BORBP
TRINITY_DN75257_c0_g2_i1 sp|Q0VC91|SOCS4_BOVIN
TRINITY_DN75275_c1_g1_i1 sp|Q7RAH3|CDPK1_PLAYO
TRINITY_DN75273_c1_g2_i3 sp|Q9NZS9|BFAR_HUMAN
TRINITY_DN75276_c3_g1_i4 sp|Q99MD8|MYNN_MOUSE
TRINITY_DN75270_c1_g1_i5 sp|O76463|NFT1_CAEEL
TRINITY_DN75274_c1_g1_i4 sp|Q8CFK2|TF3B_MOUSE
TRINITY_DN75287_c0_g1_i1 sp|Q3UFB2|BCD1_MOUSE
TRINITY_DN75281_c2_g1_i4 sp|Q28ID3|GLRX3_XENTR
TRINITY_DN75292_c0_g1_i1 sp|Q6DRC3|CU059_DANRE
TRINITY_DN75233_c0_g3_i2 sp|Q7KZN9|COX15_HUMAN
TRINITY_DN75252_c0_g1_i2 sp|Q5TZ24|MOXD1_DANRE
TRINITY_DN75297_c0_g4_i3 sp|Q8N5I4|DHRSX_HUMAN
TRINITY_DN75295_c2_g1_i3 sp|P83298|FIBC_LUMRU
TRINITY_DN75300_c0_g2_i1 sp|Q9QYV8|DPOG1_RAT
TRINITY_DN75288_c0_g2_i2 sp|Q9H2M9|RBGPR_HUMAN
TRINITY_DN75282_c9_g1_i3 sp|Q0X0C4|HEXI1_BOVIN
TRINITY_DN75337_c0_g1_i6 sp|Q6AZW2|A1A1A_DANRE
TRINITY_DN75389_c4_g1_i1 sp|P52912|TIA1_MOUSE
TRINITY_DN75347_c2_g2_i2 sp|Q9U6M0|ECSIT_DROME
TRINITY_DN75335_c2_g1_i4 sp|Q0VCP9|CC149_BOVIN
TRINITY_DN75335_c2_g2_i3 sp|Q6NRH3|CC149_XENLA
TRINITY_DN75387_c0_g4_i1 sp|Q9BYT1|S17A9_HUMAN
TRINITY_DN75387_c0_g1_i4 sp|Q9BYT1|S17A9_HUMAN
TRINITY_DN75399_c3_g2_i1 sp|Q5VVX9|UBE2U_HUMAN
TRINITY_DN75309_c0_g1_i1 sp|B2IZD3|BDLP_NOSP7
TRINITY_DN75316_c0_g1_i5 sp|Q566L8|MAT2B_XENTR
TRINITY_DN75312_c0_g1_i4 sp|Q80WR1|TSN18_MOUSE
TRINITY_DN75315_c2_g2_i10 sp|P21329|RTJK_DROFU
TRINITY_DN75315_c2_g7_i1 sp|Q62770|UN13C_RAT
TRINITY_DN75322_c2_g1_i4 sp|Q3MHZ8|LEG9_BOVIN
TRINITY_DN75326_c2_g1_i1 sp|Q9Y3Z3|SAMH1_HUMAN
TRINITY_DN75326_c2_g2_i9 sp|O73823|TAL1_XENLA
TRINITY_DN75370_c0_g1_i2 sp|Q5E9W3|PYRD_BOVIN
TRINITY_DN75397_c0_g1_i1 sp|Q9NBX4|RTXE_DROME
TRINITY_DN75327_c2_g1_i1 sp|Q24JV9|L3BPA_DANRE
TRINITY_DN75327_c3_g2_i1 sp|Q60997|DMBT1_MOUSE
TRINITY_DN75327_c3_g1_i2 sp|Q9UGM3|DMBT1_HUMAN
TRINITY_DN75340_c0_g1_i1 sp|Q9H5I5|PIEZ2_HUMAN
TRINITY_DN75395_c2_g2_i4 sp|P45844|ABCG1_HUMAN
TRINITY_DN75331_c0_g1_i5 sp|Q7Z7K0|COXM1_HUMAN
TRINITY_DN75328_c2_g1_i1 sp|P11509|CP2A6_HUMAN
TRINITY_DN75351_c0_g2_i2 sp|P35270|SPRE_HUMAN
TRINITY_DN75342_c0_g1_i1 sp|P33527|MRP1_HUMAN
TRINITY_DN75342_c0_g3_i1 sp|Q8CG09|MRP1_RAT
TRINITY_DN75342_c0_g2_i3 sp|Q8CG09|MRP1_RAT
TRINITY_DN75350_c0_g2_i5 sp|Q86B61|TBH1_DROME
TRINITY_DN75358_c3_g1_i3 sp|P43974|Y258_HAEIN
TRINITY_DN75343_c0_g1_i7 sp|Q75N73|S39AE_MOUSE
TRINITY_DN75356_c0_g1_i5 sp|G5EDW2|LPLT1_CAEEL
TRINITY_DN75354_c8_g3_i2 sp|B3EWZ6|MLRP2_ACRMI
TRINITY_DN75360_c4_g1_i6 sp|Q8HXX6|SAP3_MACFA
TRINITY_DN75348_c1_g1_i1 sp|H3BNL1|CC084_HUMAN
TRINITY_DN75362_c0_g3_i3 sp|Q4V8V2|NUD17_DANRE
TRINITY_DN75368_c0_g1_i1 sp|O08654|CP070_RAT
TRINITY_DN75367_c7_g2_i1 sp|H2A0N3|USP6_PINMG
TRINITY_DN75375_c0_g1_i4 sp|P9WKB7|Y221_MYCTU
TRINITY_DN75369_c0_g1_i1 sp|Q499P8|RUS1_RAT
TRINITY_DN75381_c1_g1_i1 sp|Q8GWW8|GFA2_ARATH
TRINITY_DN75380_c9_g1_i1 sp|Q6DHN0|TMM53_DANRE
